LSOA11CD,AverageTravelDistance,AccessibilityViaPublicTransport,OnlineGroceryAvailability
E01004911,18.438,2.797091892,6
E01004912,18.385,3.82749453,6
E01004913,18.4,5.615567981,6
E01004914,18.283,11.3136584,6
E01004915,18.518,10.97234248,6
E01004916,18.254,8.115282087,6
E01004917,18.662,5.636931503,6
E01004918,18.55,3.607712584,6
E01004919,20.379,4.352767153,6
E01004920,20.209,6.909226031,6
E01004921,19.97,4.232617971,6
E01004922,19.819,6.002071816,6
E01004923,19.936,8.956961045,6
E01004924,20.621,14.70714694,6
E01004925,20.283,9.294168171,6
E01004926,19.545,7.624087464,6
E01004927,19.394,5.491879817,6
E01004928,19.396,6.48656558,6
E01004929,19.684,6.489268685,6
E01004930,19.288,8.548513144,6
E01004931,19.158,5.344765024,6
E01004932,19.056,3.425451546,6
E01004933,19.832,5.013537839,6
E01004934,19.937,8.373299786,6
E01004935,19.824,8.725164438,6
E01004936,20.082,3.987250863,6
E01004937,20.019,12.36827252,6
E01004938,19.788,3.653981129,6
E01004939,19.856,4.331193074,6
E01004940,19.891,8.65498678,6
E01004941,17.596,6.067605929,7
E01004942,17.563,8.385763309,7
E01004943,17.445,3.90461841,7
E01004944,17.742,4.433692609,7
E01004945,18.033,4.759816092,7
E01004946,17.744,5.9243361,7
E01004947,19.304,2.674970176,6
E01004948,19.173,2.846594065,6
E01004949,19.616,9.482102446,6
E01004950,19.763,14.90810761,6
E01004951,19.385,5.273162383,6
E01004952,19.429,4.741016543,6
E01004953,19.67,5.288552583,6
E01004954,19.878,5.526690465,6
E01004955,19.733,4.449844549,6
E01004956,19.825,6.912745509,6
E01004957,19.499,8.989557128,6
E01004958,19.487,2.591639544,6
E01004959,19.369,4.32938877,6
E01004960,19.825,9.700950221,6
E01004961,19.732,8.416330694,6
E01004962,19.701,3.060573268,6
E01004963,19.675,7.857173305,6
E01004964,19.561,3.393652938,6
E01004965,20.715,8.26165708,6
E01004966,20.17,5.106070392,6
E01004967,20.321,7.835338756,6
E01004968,20.258,5.224400812,6
E01004969,12.224,14.89563077,7
E01004970,17.562,9.662987435,7
E01004971,17.532,5.991081359,7
E01004972,17.277,2.834510789,7
E01004973,17.342,8.158706386,7
E01004974,17.322,6.180554814,7
E01004975,17.235,7.308924944,7
E01004976,20.202,4.204785977,6
E01004977,20.239,3.667010725,6
E01004978,19.929,4.059069891,6
E01004979,19.706,3.224590143,6
E01004980,19.737,4.294648297,6
E01004981,21.149,11.59045028,6
E01004982,20.986,10.60620469,6
E01004983,17.536,5.678119242,7
E01004984,17.702,12.53184591,7
E01004985,17.709,17.74564372,7
E01004986,17.679,3.897024406,7
E01004987,17.842,9.952170379,7
E01004988,17.938,7.333282004,7
E01004989,17.89,7.753097131,7
E01004990,18.255,7.025372928,7
E01004991,18.402,3.929379835,7
E01004992,18.291,4.640801413,7
E01004993,18.296,5.684013732,7
E01004994,18.165,3.939525485,7
E01004995,18.237,7.11141692,7
E01004996,18.226,3.662165632,6
E01004997,18.299,4.638739279,6
E01004998,18.591,3.441638942,6
E01004999,18.832,5.585182409,6
E01005000,18.872,5.021361713,7
E01005001,18.862,7.51209072,7
E01005002,18.493,3.727495129,7
E01005003,18.437,3.902853931,6
E01005004,18.419,5.415267212,7
E01005005,19.525,13.54078845,6
E01005006,19.482,10.10307133,6
E01005007,18.13,10.07313078,7
E01005008,18.106,3.393159529,7
E01005009,18.007,3.829371641,7
E01005010,12.802,13.97284901,7
E01005011,18.025,10.51804513,7
E01005012,17.773,5.81050042,7
E01005013,17.825,7.212031801,7
E01005014,22.515,4.740488169,6
E01005015,22.242,10.88532942,6
E01005016,22.367,7.855951392,6
E01005017,22.111,11.18549395,6
E01005018,22.18,11.61691613,6
E01005019,21.758,7.655754086,6
E01005020,21.93,14.19600437,6
E01005021,21.972,10.57738401,6
E01005022,16.315,11.62088146,6
E01005023,21.43,3.087052429,6
E01005024,19.152,2.424917609,6
E01005025,18.797,6.140627354,7
E01005026,19.117,4.617434815,6
E01005027,19.034,6.102407724,6
E01005028,18.905,3.883565004,7
E01005029,18.887,4.179171558,7
E01005030,18.671,5.093113762,7
E01005031,16.956,8.783885355,7
E01005032,16.838,10.44076982,7
E01005033,16.975,4.194546627,7
E01005034,17.392,3.842184041,7
E01005035,17.259,7.288740947,7
E01005036,17.232,3.692740584,7
E01005037,17.141,8.641944573,7
E01005038,17.043,4.476770767,7
E01005039,16.993,4.760990809,7
E01005040,17.052,8.110005267,7
E01005041,16.971,13.17967528,7
E01005042,16.997,7.769064123,7
E01005043,16.927,9.886509321,7
E01005044,16.899,4.085944997,7
E01005045,17.163,6.903618331,7
E01005046,21.403,4.820962255,6
E01005047,16.008,14.39813333,6
E01005048,21.548,7.280292987,6
E01005049,20.948,5.99880337,6
E01005050,20.425,11.12441935,6
E01005051,20.662,8.196394391,6
E01005052,20.5,11.56424099,6
E01005053,20.245,13.57170932,6
E01005054,18.592,13.3268265,7
E01005055,18.267,4.248799727,7
E01005056,18.209,4.456936513,7
E01005057,18.457,11.82120923,7
E01005058,18.125,4.120970995,7
E01005059,18.695,8.017745617,7
E01005060,18.678,10.90369954,7
E01005061,16.39,11.68023578,7
E01005062,16.35,5.11078255,7
E01005063,16.392,5.566605174,7
E01005065,16.315,3.933000108,7
E01005066,16.288,3.878844263,7
E01005067,16.466,8.994305934,7
E01005068,19.823,3.712737307,7
E01005069,18.966,8.270530415,7
E01005070,19.221,6.740196312,7
E01005071,18.88,3.50296925,7
E01005072,18.924,4.400337116,7
E01005073,18.899,8.928828993,7
E01005074,19.338,7.507207036,7
E01005075,19.587,3.82992675,7
E01005076,17.201,5.508168693,7
E01005077,17.613,11.19528626,7
E01005078,17.393,10.18992823,7
E01005079,17.37,7.888116276,7
E01005081,17.154,11.23555742,7
E01005082,17.352,7.446821817,7
E01005083,17.28,7.367087956,7
E01005084,17.252,10.93415436,7
E01005085,18.747,8.221429482,7
E01005086,18.894,7.612608006,7
E01005087,19.025,8.733554698,7
E01005088,19.233,4.216435126,7
E01005089,19.188,7.079054132,6
E01005090,19.461,6.660538107,7
E01005091,19.388,7.830795779,7
E01005092,16.583,11.03140631,7
E01005093,16.681,9.434131881,7
E01005094,16.712,3.884074324,7
E01005097,16.665,11.35768401,7
E01005098,17.225,5.474598216,7
E01005099,17.285,5.367784554,7
E01005100,17.228,6.241177537,7
E01005101,17.137,6.310459842,7
E01005102,17.166,6.025449354,7
E01005103,17.08,2.977976356,7
E01005104,16.943,9.926136261,7
E01005105,16.38,11.66991188,7
E01005106,16.483,9.643580555,7
E01005107,16.626,12.10310592,7
E01005108,16.739,7.051836131,7
E01005111,18.512,7.355523084,7
E01005112,18.647,10.6229134,7
E01005113,18.728,4.587424483,7
E01005114,18.365,3.984750136,7
E01005115,18.303,6.93367089,7
E01005116,18.245,8.789798861,7
E01005117,18.688,4.695741818,7
E01005118,17.066,4.54956494,7
E01005119,17.327,6.338479964,7
E01005120,17.116,4.114071399,7
E01005121,17.192,3.610457485,7
E01005122,17.238,7.751435904,7
E01005123,17.254,5.693351546,7
E01005124,17.397,7.822132539,7
E01005125,17.406,8.695338034,7
E01005126,17.41,7.08111795,7
E01005128,16.266,1.959578705,7
E01005129,16.375,11.15174415,7
E01005130,16.356,9.20854205,7
E01005132,16.367,12.40015399,7
E01005133,16.318,8.425014356,7
E01005135,17.178,3.894108412,7
E01005136,17.072,8.451718986,7
E01005138,17.079,7.415684817,7
E01005139,17.204,5.774603229,7
E01005140,16.861,12.84565175,7
E01005141,17.084,3.983157923,7
E01005142,16.536,5.1038611,6
E01005143,16.465,2.590571973,7
E01005145,16.523,2.994679242,7
E01005146,16.517,6.371915002,7
E01005147,16.444,6.50212865,7
E01005149,16.566,3.732373362,6
E01005150,16.9,3.713000414,7
E01005151,16.959,7.781282672,7
E01005152,16.874,5.33717593,7
E01005153,17.012,2.44430329,7
E01005154,16.924,3.440031169,7
E01005155,17.042,7.016005768,7
E01005156,16.947,2.742488113,7
E01005157,17.108,6.750385651,7
E01005158,17.083,3.210745943,7
E01005159,16.787,4.291103475,7
E01005160,16.89,4.789367275,7
E01005161,16.815,9.685173625,7
E01005162,16.793,8.613767294,7
E01005163,16.77,7.372251909,7
E01005164,16.751,5.446193471,7
E01005165,16.7,4.029522433,7
E01005166,16.666,6.115103743,7
E01005167,16.638,10.32287474,7
E01005168,17.603,7.058858025,7
E01005169,17.836,10.35341342,7
E01005170,18.048,13.79649556,7
E01005171,17.949,10.59016367,7
E01005172,17.352,6.956633578,7
E01005173,17.458,8.876226161,7
E01005174,17.357,7.93221845,7
E01005175,17.432,9.195937242,7
E01005176,17.471,3.267791571,7
E01005177,17.552,5.739537484,7
E01005178,16.686,3.408695316,7
E01005179,16.662,11.24347135,7
E01005180,16.712,6.008122997,7
E01005181,16.768,7.303155583,7
E01005182,16.676,7.169544497,7
E01005183,16.795,5.272784905,7
E01005184,16.707,4.105066599,7
E01005185,16.723,3.178415787,7
E01005186,16.573,5.075320701,7
E01005187,16.951,9.677080261,7
E01005188,16.968,10.25229812,7
E01005189,16.718,4.299169531,7
E01005190,16.793,3.739456406,7
E01005191,16.842,5.190484166,7
E01005192,17.078,5.936625839,7
E01005193,17.114,3.804311381,7
E01005194,16.762,5.298243859,7
E01005195,16.803,12.57660484,7
E01005196,16.951,12.5954769,7
E01005197,16.844,4.181971406,7
E01005198,16.714,13.32356858,7
E01005199,16.837,6.902397224,7
E01005200,16.999,4.975102898,7
E01005201,16.721,7.617565923,7
E01005202,16.638,5.72931918,7
E01005203,16.564,4.815259495,7
E01005205,16.662,5.144250967,7
E01005206,16.74,10.65251633,7
E01005207,16.785,6.179079917,7
E01005208,16.356,4.569024346,7
E01005209,16.39,4.721992128,7
E01005210,16.315,3.02567844,7
E01005212,16.305,2.985482058,7
E01005213,16.376,4.722556207,7
E01005214,16.347,2.784097812,7
E01005215,17.181,4.633946111,7
E01005216,16.985,5.619149822,7
E01005217,16.923,4.671260369,7
E01005218,16.88,4.729454755,7
E01005219,16.828,4.241792709,7
E01005220,16.917,5.025672165,7
E01005221,16.94,4.000994008,7
E01005222,17.045,5.186834419,7
E01005223,16.835,5.486225377,7
E01005224,16.742,5.853260483,7
E01005225,16.804,3.741587018,7
E01005226,16.826,5.146092179,7
E01005227,16.673,8.81580911,7
E01005228,16.726,6.218748796,7
E01005229,16.955,8.599926683,7
E01005230,16.488,5.477014059,7
E01005231,16.47,4.679140605,7
E01005232,16.532,9.56868607,6
E01005233,16.634,8.471022124,7
E01005234,16.611,5.169496719,7
E01005235,16.6,8.326378386,7
E01005236,16.526,2.931301172,7
E01005237,16.595,5.762927631,7
E01005238,16.685,7.596074055,7
E01005239,16.434,11.83239382,7
E01005240,16.563,4.297302426,7
E01005241,16.608,6.880596136,7
E01005242,16.534,3.725379738,7
E01005243,16.506,6.802305646,7
E01005244,16.47,5.423011805,7
E01005245,16.485,7.799193041,7
E01005246,16.505,4.93118285,7
E01005247,17.287,4.00614635,7
E01005248,17.062,5.798675842,7
E01005249,16.972,3.886363615,7
E01005250,17.215,6.626210426,7
E01005251,17.357,4.754357335,7
E01005252,17.214,4.673529432,7
E01005253,17.314,8.451994898,7
E01005254,17.435,4.584322551,7
E01005255,16.721,6.407408978,7
E01005256,16.723,5.697734863,7
E01005257,16.603,6.960557863,7
E01005258,16.848,6.686937828,7
E01005259,16.779,5.423123996,7
E01005260,16.876,12.74851853,7
E01005261,16.687,3.604058611,7
E01005262,18.247,4.725176704,7
E01005263,18.3,5.23262863,7
E01005264,18.058,7.251087226,7
E01005265,18.187,6.087880918,7
E01005266,18.08,8.204524204,7
E01005267,17.835,5.258485062,7
E01005268,17.94,3.604003899,7
E01005269,18.138,8.099657858,7
E01005270,16.956,8.086960329,7
E01005271,16.797,4.721909581,7
E01005272,17.075,10.72486608,7
E01005273,16.873,5.022224276,7
E01005274,16.94,5.240627918,7
E01005275,17.064,4.459512679,7
E01005276,17.018,6.830422118,7
E01005277,17.159,9.429351767,7
E01005278,16.873,9.071162874,7
E01005279,16.928,5.502698071,7
E01005280,16.688,10.05731896,7
E01005281,16.644,9.998919572,7
E01005282,16.769,8.236326571,7
E01005283,16.786,6.25764705,7
E01005284,16.435,4.046823453,7
E01005285,16.518,4.263300428,7
E01005286,16.531,8.434221877,7
E01005287,16.594,8.949263969,7
E01005288,16.573,6.670498081,7
E01005289,19.194,4.708115609,7
E01005290,19.279,6.32534636,7
E01005291,19.499,5.836236606,7
E01005292,19.55,4.517332946,7
E01005293,19.731,10.2946455,7
E01005294,19.882,10.94357882,7
E01005295,18.597,8.013527691,7
E01005296,16.735,5.805320848,7
E01005297,16.664,9.832840122,7
E01005298,16.683,11.53123569,7
E01005299,16.738,8.382275101,7
E01005300,16.834,9.964718688,7
E01005301,16.836,4.833628493,7
E01005302,16.546,6.587703873,7
E01005304,16.935,6.186610118,7
E01005305,16.987,7.404195579,7
E01005306,17.218,10.09080762,7
E01005307,17.033,8.530362528,7
E01005308,17.244,11.96724058,7
E01005309,16.842,5.172736451,7
E01005310,16.884,7.64139298,7
E01005311,16.916,3.69721211,7
E01005312,16.871,5.622294393,7
E01005313,19.817,6.731346412,7
E01005314,20.054,8.776706045,7
E01005315,20.19,11.05947712,7
E01005316,19.992,12.75205899,7
E01005317,20.374,7.620016213,7
E01005318,20.359,4.909696868,7
E01005319,19.839,10.02336318,7
E01005320,19.081,6.616364249,7
E01005321,19.599,12.67408015,7
E01005322,18.977,3.462017825,7
E01005323,18.877,4.517335202,7
E01005324,19.067,6.848295265,7
E01005325,19.201,3.951654702,7
E01005326,19.42,9.536158709,7
E01005327,18.406,7.66338889,7
E01005328,18.424,8.764522395,7
E01005329,18.295,12.71886275,7
E01005330,18.258,8.908678853,7
E01005331,18.27,11.01035624,7
E01005332,18.073,6.174522052,7
E01005333,18.503,9.881088248,7
E01005334,18.742,4.456263414,7
E01005335,18.631,9.919291363,7
E01005336,18.773,4.154756445,7
E01005337,18.964,9.021285041,7
E01005338,18.707,4.502042178,7
E01005339,19.101,9.204291641,7
E01005340,18.852,9.615050206,7
E01005341,17.831,6.208108172,7
E01005342,18.124,5.016620311,7
E01005343,17.915,5.368650179,7
E01005344,17.97,4.982634372,7
E01005345,17.496,9.64629175,7
E01005346,17.505,10.23935749,7
E01005347,17.706,10.70457627,7
E01005348,19.413,5.92561936,7
E01005349,19.065,7.054175067,7
E01005350,19.21,4.495480709,7
E01005351,18.899,5.293111924,7
E01005352,18.73,6.554237601,7
E01005353,18.793,6.54603808,7
E01005354,19.164,6.715000176,7
E01005355,20.83,6.201897022,7
E01005356,20.788,10.69901747,7
E01005357,21.646,9.801298795,7
E01005358,21.334,10.02022256,7
E01005359,21.296,4.342067771,7
E01005360,20.866,6.524277264,7
E01005361,21.233,8.436927158,7
E01005362,17.679,8.013344731,7
E01005363,17.37,4.108928895,7
E01005364,17.561,8.975543745,7
E01005365,17.785,13.79145751,7
E01005366,17.382,6.66131007,7
E01005367,17.451,13.35074081,7
E01005368,17.523,2.783922828,7
E01005369,17.109,8.131189222,7
E01005370,16.968,4.667789189,7
E01005371,17.195,5.101955267,7
E01005372,17.185,6.062802945,7
E01005373,17.146,10.52082624,7
E01005374,16.995,8.953476198,7
E01005375,17.098,9.787116042,7
E01005376,17.943,3.788112635,7
E01005377,18.264,6.654399219,7
E01005378,17.999,3.592347967,7
E01005379,18.153,5.874187405,7
E01005380,17.94,8.84626666,7
E01005381,18.26,7.4453685,7
E01005382,18.26,3.213088957,7
E01005383,19.847,15.34275933,7
E01005386,19.845,15.41394087,7
E01005387,21.086,10.47080823,7
E01005388,20.98,7.313691215,7
E01005389,20.737,12.32526078,7
E01005390,19.919,4.057157746,7
E01005391,19.572,8.492111793,7
E01005392,19.834,2.923054075,7
E01005393,19.659,11.25674134,7
E01005394,20.634,4.013614384,7
E01005395,20.474,11.47110869,7
E01005396,20.239,10.66615337,7
E01005397,20.377,3.893092522,7
E01005398,19.744,6.501007783,7
E01005399,20.269,8.89202119,7
E01005400,19.971,6.718552028,7
E01005401,19.596,6.99512421,7
E01005402,19.603,3.294135178,7
E01005403,20.389,7.886269918,7
E01005406,22.393,11.61686404,7
E01005407,22.906,10.5430101,7
E01005408,23.61,5.477866834,7
E01005409,19.075,4.537371649,7
E01005410,20.391,19.24699561,6
E01005411,19.588,10.33020633,6
E01005412,23.814,9.14582096,6
E01005413,21.628,5.721874974,7
E01005414,18.162,12.40745019,6
E01005415,19.264,6.305356809,6
E01005416,19.033,8.698634526,6
E01005417,21.603,11.06520092,7
E01005418,21.342,5.466542246,7
E01005419,21.163,6.451715449,7
E01005420,21.374,9.253534451,7
E01005421,20.499,6.365365895,7
E01005422,20.372,8.708300193,7
E01005427,19.494,9.740152626,7
E01005428,20.051,3.143028082,7
E01005429,19.638,8.822236278,7
E01005430,19.88,6.193860082,7
E01005431,20.092,7.338958323,7
E01005432,19.756,6.322676078,7
E01005433,19.433,5.637261339,7
E01005434,18.972,5.186986444,7
E01005435,18.715,10.92407123,7
E01005436,18.563,7.910244548,7
E01005437,18.749,8.347893891,7
E01005438,18.758,5.512882321,7
E01005439,18.492,3.703673297,7
E01005440,18.823,4.160570929,7
E01005441,21.836,10.49684178,7
E01005442,22.201,14.74090621,7
E01005443,22.239,15.93270539,7
E01005444,21.467,7.891921388,7
E01005445,21.379,5.753103272,7
E01005446,21.643,10.37735937,7
E01005447,21.059,3.575839667,7
E01005448,20.358,5.877380831,7
E01005449,20.716,5.791628234,7
E01005450,20.197,6.220554058,7
E01005451,20.277,8.209017962,7
E01005452,22.031,10.81376638,7
E01005453,21.487,5.977541197,7
E01005454,20.937,6.772723389,7
E01005455,20.766,4.130343466,7
E01005456,20.545,3.553812156,7
E01005459,18.81,8.047098746,7
E01005460,18.301,7.757002448,7
E01005461,18.698,8.492122187,7
E01005462,18.404,10.26953232,5
E01005463,18.354,8.6822308,7
E01005464,20.706,10.71763242,6
E01005465,20.862,7.830236782,6
E01005466,20.499,14.1238643,6
E01005467,20.536,13.09250129,6
E01005468,20.964,10.72186364,6
E01005469,21.1,4.071526876,6
E01005470,21.073,8.690614342,6
E01005471,20.828,9.006755827,6
E01005472,20.733,6.843558364,6
E01005473,20.781,4.584129245,6
E01005474,20.563,9.872087577,6
E01005475,20.946,9.940136093,6
E01005476,19.965,5.971867102,6
E01005477,20.026,3.06327007,6
E01005478,20.054,5.985141682,6
E01005479,19.681,7.198847645,6
E01005480,20.383,7.681341034,6
E01005481,20.248,8.21621812,6
E01005482,21.59,3.706490777,6
E01005483,21.582,5.917470047,6
E01005484,21.097,7.596583061,6
E01005485,21.145,5.858739241,6
E01005486,22.028,4.726574832,6
E01005487,21.661,8.436683857,6
E01005488,22.32,12.27399348,6
E01005489,22.951,9.873950386,6
E01005490,22.682,10.18970802,6
E01005491,22.518,11.56508692,6
E01005492,22.824,14.60725027,6
E01005493,22.54,14.17580093,6
E01005494,22.247,7.280299529,6
E01005495,22.349,7.865361401,6
E01005496,22.029,6.20933787,6
E01005497,19.902,8.172985941,6
E01005498,19.858,6.854799871,6
E01005499,20.417,11.41323129,6
E01005500,19.901,8.327828804,6
E01005501,19.716,4.060524462,6
E01005502,19.516,8.641667788,6
E01005503,19.523,14.82638457,6
E01005504,19.468,8.626070602,6
E01005505,19.442,6.423509753,6
E01005506,19.373,9.838007284,6
E01005507,19.376,8.256744686,6
E01005508,19.396,7.478946853,6
E01005509,19.573,4.389111538,6
E01005510,19.774,7.80782301,6
E01005511,19.679,6.331573042,6
E01005512,19.53,4.70894128,6
E01005513,19.383,5.976654795,6
E01005514,19.25,5.856407354,6
E01005515,19.286,8.985342447,6
E01005516,23.987,4.225600845,6
E01005517,23.847,5.895023875,6
E01005518,21.406,15.52057268,6
E01005519,24.559,9.142432407,6
E01005520,25.138,10.63402723,6
E01005521,24.891,11.14093551,6
E01005522,24.563,3.197744572,6
E01005523,24.108,6.036804519,6
E01005524,18.067,7.550571699,6
E01005525,18.588,10.86450276,6
E01005526,18.478,5.769536288,6
E01005527,18.303,6.123225753,6
E01005528,18.35,9.038305077,6
E01005529,18.102,4.921485142,6
E01005530,17.884,10.29365918,7
E01005531,17.584,4.990070735,7
E01005532,17.672,3.820231272,7
E01005533,17.77,4.969426808,7
E01005534,17.973,5.537162462,6
E01005535,17.898,8.754733564,6
E01005536,18.328,8.072096869,6
E01005537,18.479,9.543299951,6
E01005538,18.352,2.882874683,6
E01005539,18.112,6.500544912,6
E01005540,18.171,4.46862844,6
E01005541,18.142,3.050912456,6
E01005542,18.123,5.859433506,6
E01005543,18.636,6.749071733,6
E01005544,17.503,10.18791013,7
E01005545,17.588,5.527579909,7
E01005546,17.608,8.870434749,6
E01005547,17.477,3.783669821,6
E01005548,17.839,3.03134677,6
E01005549,17.674,8.326416316,7
E01005550,17.763,6.733408244,7
E01005551,18.278,9.549459904,6
E01005552,17.92,12.06747481,6
E01005553,17.958,5.554618542,6
E01005554,18.296,12.75584067,6
E01005555,22.896,10.83535479,6
E01005556,22.609,5.873758174,6
E01005557,23.004,10.79566296,6
E01005558,22.456,7.12942191,6
E01005559,22.182,7.019429847,6
E01005560,22.38,10.59525447,6
E01005561,22.871,10.36024114,6
E01005562,22.135,4.403838464,6
E01005563,21.317,7.409633511,6
E01005564,21.2,6.889972743,6
E01005565,21.249,11.24713268,6
E01005566,22.127,5.689859047,6
E01005567,22.174,7.248125048,6
E01005568,21.572,4.987135875,6
E01005569,21.767,5.796151176,6
E01005570,22.046,5.796513138,6
E01005571,17.475,10.47535662,6
E01005572,21.807,7.507976936,6
E01005573,21.643,11.18775366,6
E01005574,21.47,5.555151547,6
E01005575,20.97,4.581259725,6
E01005576,21.196,6.767631645,6
E01005577,21.28,3.704732923,6
E01005578,22.795,5.448335565,6
E01005579,22.489,3.58389577,6
E01005580,22.267,4.988554298,6
E01005581,22.495,2.971055057,6
E01005583,21.951,4.33686353,6
E01005585,22.037,6.216259875,6
E01005586,23.072,4.057929712,6
E01005587,22.002,9.399737472,6
E01005588,21.602,3.179174249,6
E01005589,21.713,5.947233422,6
E01005590,21.43,8.240647907,6
E01005591,21.921,3.434289616,6
E01005592,21.266,7.938984796,6
E01005593,23.613,6.312343338,6
E01005594,23.619,9.879314075,6
E01005595,23.386,6.033217688,6
E01005596,23.84,6.222762661,6
E01005597,24.299,11.08223216,6
E01005598,24.447,9.37045455,6
E01005599,17.346,3.626399336,7
E01005600,17.389,6.626241226,7
E01005601,17.487,5.123870178,7
E01005602,17.561,6.68647492,7
E01005603,17.687,3.940902969,7
E01005604,17.708,4.793117948,7
E01005605,17.921,5.979822351,7
E01005609,16.429,3.616110568,7
E01005610,16.406,7.904145427,7
E01005611,16.469,5.598132445,7
E01005612,16.501,5.273661947,7
E01005613,16.512,7.484644071,7
E01005614,16.544,8.017229228,7
E01005615,16.522,8.188899592,7
E01005616,20.379,5.186347024,7
E01005617,20.188,7.120741151,7
E01005618,20.302,5.902552841,7
E01005619,20.498,9.484582226,7
E01005620,19.554,5.873029933,7
E01005621,19.985,7.070780718,7
E01005622,16.886,4.701582497,7
E01005623,16.815,5.245620619,7
E01005624,16.742,7.480837563,7
E01005625,16.99,4.431838126,7
E01005626,16.973,6.950796551,7
E01005627,17.024,3.991445007,7
E01005628,16.679,5.603471411,7
E01005629,16.876,8.609332199,7
E01005630,16.887,7.543384239,7
E01005631,17.159,3.108091229,7
E01005632,17.344,3.84352125,7
E01005633,17.07,3.4487329,7
E01005634,17.445,4.33099804,7
E01005635,17.158,5.668865047,7
E01005636,17.337,7.699337027,7
E01005637,17.545,4.99774823,7
E01005638,17.523,3.816632861,7
E01005639,19.214,9.217626649,7
E01005640,18.979,6.425609442,7
E01005641,19.133,4.006711687,7
E01005642,19.087,4.981645009,7
E01005643,19.312,8.462873688,7
E01005644,19.314,9.718909632,7
E01005645,19.415,11.66302866,7
E01005646,16.742,7.078037903,7
E01005647,16.829,7.457895047,7
E01005648,16.815,10.8251316,7
E01005649,16.774,12.61589865,7
E01005650,16.587,11.19008436,7
E01005651,16.683,7.064467619,7
E01005652,16.728,5.271143967,7
E01005653,16.621,3.136702875,7
E01005654,16.573,5.363205749,7
E01005655,16.515,3.379736257,7
E01005656,16.638,4.767840824,7
E01005657,16.59,3.771226082,7
E01005658,16.499,7.290354676,7
E01005659,18.662,9.062804687,6
E01005660,18.49,5.486397967,6
E01005661,18.599,7.76675752,6
E01005662,18.637,8.195484598,6
E01005663,18.404,8.586462238,7
E01005664,18.587,10.72155775,6
E01005665,18.469,7.980929111,6
E01005667,16.459,6.836177033,7
E01005670,17.242,3.000142692,7
E01005671,17.123,6.247102185,7
E01005672,17.188,4.059725617,7
E01005673,16.935,11.00855432,7
E01005674,17.046,10.0690881,7
E01005675,17.0,14.34670695,7
E01005676,17.806,7.70011164,7
E01005677,17.349,8.133411199,7
E01005678,17.225,6.475502365,7
E01005679,17.143,7.772791949,7
E01005680,16.559,5.753170366,7
E01005681,16.478,5.564570372,7
E01005682,16.459,3.90917928,7
E01005683,16.554,9.346919005,7
E01005686,17.29,7.225318482,7
E01005687,17.452,5.392704548,7
E01005688,17.371,8.596527642,7
E01005689,17.4,4.058300683,7
E01005690,17.307,5.33519989,7
E01005691,17.544,6.924491998,7
E01005692,17.318,4.000743131,7
E01005693,17.503,4.364798515,7
E01005694,17.304,9.979612279,7
E01005695,17.571,5.794721112,7
E01005696,17.43,4.633490661,7
E01005697,17.534,6.550250763,7
E01005698,17.136,7.372058229,7
E01005699,17.018,10.76313623,7
E01005700,17.219,5.759386095,7
E01005701,17.107,9.570834705,7
E01005702,18.181,5.601475873,7
E01005703,18.327,7.073749154,6
E01005704,18.418,5.421637274,6
E01005705,18.006,4.852941828,7
E01005706,18.295,6.913930699,6
E01005707,18.042,4.592228858,7
E01005708,18.171,4.536326074,7
E01005709,18.492,12.85533209,7
E01005710,18.352,11.42720401,7
E01005711,18.101,5.224677203,7
E01005712,18.089,7.674974047,7
E01005713,18.425,8.564533243,7
E01005714,17.98,9.635047701,7
E01005715,18.269,5.528876488,7
E01005716,18.565,5.245652576,7
E01005717,18.393,10.50033354,7
E01005718,18.182,7.845009313,7
E01005719,16.988,8.745006721,7
E01005720,16.755,4.934866125,7
E01005721,16.642,5.310711419,7
E01005722,16.815,6.487473781,7
E01005723,16.679,5.873193635,7
E01005724,17.046,4.466081217,7
E01005725,17.709,2.753742116,7
E01005726,17.819,2.985772243,7
E01005727,17.645,3.924989427,7
E01005728,17.706,8.924984711,7
E01005729,17.724,3.654237517,7
E01005730,17.84,6.22234333,7
E01005731,18.044,12.39438536,7
E01005732,18.142,12.13881889,7
E01005733,17.865,5.21623068,7
E01005734,18.63,4.90261244,7
E01005735,18.594,6.354831062,7
E01005736,18.772,12.26669112,7
E01005737,18.446,7.643043148,7
E01005738,18.03,12.37898188,7
E01005739,18.78,12.54129311,7
E01005740,17.99,11.38992475,7
E01005741,17.797,10.80037376,7
E01005742,17.663,8.080516595,7
E01005743,19.056,5.060305949,7
E01005744,19.236,5.573338072,7
E01005745,19.542,9.430666814,7
E01005746,19.579,5.263354261,7
E01005747,19.81,11.9887328,7
E01005748,19.978,10.27356667,7
E01005749,19.447,8.4217445,7
E01005750,18.86,4.669396412,7
E01005751,19.221,5.499448512,7
E01005752,19.763,5.564631407,7
E01005753,18.39,11.26205588,7
E01005754,18.136,15.75810075,7
E01005755,18.44,13.21698201,7
E01005756,18.202,13.90533533,7
E01005757,18.484,11.99641715,7
E01005758,18.637,4.642194082,6
E01005759,19.075,8.208872185,7
E01005760,19.076,4.222144729,7
E01005761,19.31,9.52123765,7
E01005762,19.082,4.356173512,7
E01005763,19.342,4.821452688,7
E01005764,18.862,5.157350548,7
E01005765,18.567,10.48526577,7
