LSOA11CD,AverageTravelDistance,AccessibilityViaPublicTransport,OnlineGroceryAvailability
E01021522,19.107,5.29849611,6
E01021523,19.079,4.841191437,6
E01021524,19.002,4.861258989,6
E01021525,18.537,3.972537203,6
E01021526,18.692,9.227676949,6
E01021527,18.501,6.137581881,6
E01021528,18.558,8.131684429,6
E01021529,18.137,6.394106591,6
E01021530,18.17,10.7886092,6
E01021531,18.23,12.05007891,6
E01021532,18.03,13.55574655,6
E01021533,19.841,9.691086325,6
E01021535,19.869,23.85196824,6
E01021536,18.592,4.758390142,6
E01021537,18.969,9.883615148,6
E01021538,20.918,17.96603661,5
E01021539,22.936,11.3476334,5
E01021540,21.794,15.44241229,5
E01021541,23.024,11.01123963,6
E01021542,22.691,6.35409515,6
E01021543,22.284,5.041902522,6
E01021544,20.858,7.615233546,6
E01021545,20.86,7.797434868,6
E01021546,20.875,9.013840383,6
E01021547,20.896,9.872028449,6
E01021548,20.876,6.835167759,6
E01021550,24.369,26.44747064,6
E01021551,23.71,19.53301594,6
E01021552,22.3,4.319665876,6
E01021553,22.146,6.346984013,6
E01021554,21.961,5.754361368,6
E01021555,22.046,9.494923865,6
E01021556,21.715,5.415341806,6
E01021557,21.709,11.11710978,6
E01021558,21.869,13.16702659,6
E01021559,22.063,15.44477238,6
E01021560,21.298,4.469982399,6
E01021561,21.4,12.53274194,6
E01021562,21.558,9.420100914,6
E01021563,20.703,4.016600819,6
E01021564,21.176,5.4520491,6
E01021565,20.979,5.0982113,6
E01021566,21.502,7.016373514,6
E01021568,19.253,14.28504322,6
E01021569,19.473,14.46864527,6
E01021570,19.547,9.547675645,6
E01021571,19.402,21.30171611,6
E01021572,19.56,6.860717478,6
E01021573,21.975,4.096335155,6
E01021574,21.52,3.71550737,6
E01021575,21.894,5.029325554,6
E01021576,21.86,4.72695742,6
E01021577,21.23,6.39759667,6
E01021578,21.644,8.269047989,6
E01021579,21.274,5.281028321,6
E01021580,21.409,9.383502942,6
E01021582,21.491,6.577582933,6
E01021583,21.324,3.781035387,6
E01021584,21.636,7.989175536,6
E01021585,21.452,6.298733808,6
E01021586,21.577,4.276833751,6
E01021587,21.936,4.589883929,6
E01021588,21.892,2.889774292,6
E01021589,22.323,7.020218277,5
E01021590,22.625,8.995486389,6
E01021591,21.887,7.30249232,6
E01021592,21.537,5.972328641,6
E01021593,20.397,13.21254916,6
E01021594,18.746,17.93699497,6
E01021595,20.706,13.3292741,6
E01021596,22.141,5.742499953,6
E01021597,22.734,5.246539037,6
E01021598,22.432,8.153572282,6
E01021599,22.485,11.32893479,6
E01021600,23.126,6.51981057,6
E01021601,22.621,7.649538855,6
E01021602,23.417,11.76741127,6
E01021604,21.658,14.2032711,6
E01021605,20.524,12.96730592,6
E01021606,20.643,16.54284131,6
E01021607,20.59,13.63195187,6
E01021608,20.557,10.26409141,6
E01021609,20.453,15.39729982,6
E01021610,20.647,10.22682742,6
E01021611,21.109,10.89968064,6
E01021612,20.954,7.852072839,6
E01021613,20.701,5.276955616,6
E01021614,21.037,6.495452948,6
E01021615,20.751,9.402378459,6
E01021616,21.522,8.973226967,6
E01021617,21.232,7.218493822,6
E01021618,21.111,9.468130864,6
E01021619,21.302,7.524839381,6
E01021620,21.348,5.250634484,6
E01021621,21.062,7.379513787,6
E01021622,21.288,8.339941995,6
E01021623,21.5,6.207198564,6
E01021624,21.265,5.779874129,6
E01021625,21.08,4.538580235,6
E01021626,20.994,5.190848408,6
E01021627,21.137,4.431731095,6
E01021628,20.99,4.282927998,6
E01021629,21.031,6.777705597,6
E01021631,21.885,4.506626616,6
E01021632,22.251,6.064689279,6
E01021633,21.017,6.945471785,6
E01021634,21.328,4.385308183,6
E01021635,21.788,7.907410768,6
E01021636,20.71,8.192016085,6
E01021637,14.925,12.15273777,6
E01021638,15.455,8.953451907,6
E01021639,16.015,11.4240451,6
E01021640,15.607,6.491376592,6
E01021641,15.896,7.398030115,6
E01021642,14.504,7.847475635,6
E01021643,18.595,17.44645643,6
E01021644,17.527,19.01725312,6
E01021645,15.729,7.586699491,6
E01021646,14.118,5.119108047,6
E01021647,13.694,10.88216716,6
E01021648,13.72,7.529091385,6
E01021649,13.883,3.845076831,6
E01021650,13.937,3.807543577,6
E01021651,14.292,5.096744672,6
E01021652,14.479,7.970504157,6
E01021653,14.732,4.171601661,6
E01021654,18.269,17.66049859,5
E01021655,15.653,30.68141601,6
E01021656,16.293,13.22841158,6
E01021657,14.495,3.564930278,6
E01021658,16.474,10.0715204,6
E01021659,15.488,16.3899325,6
E01021660,16.811,23.35717643,6
E01021661,14.156,14.59199606,6
E01021662,18.533,23.07611252,5
E01021663,18.245,19.17438114,5
E01021664,14.446,6.169385402,6
E01021665,14.547,9.24991599,6
E01021666,14.693,5.060479936,6
E01021667,15.354,9.111184174,6
E01021668,14.219,9.863909165,6
E01021669,14.32,8.915913459,6
E01021670,14.195,7.584621105,6
E01021671,14.002,10.68528816,6
E01021673,15.207,11.38715063,6
E01021674,15.598,4.850828604,6
E01021675,15.366,7.240326783,6
E01021676,14.621,13.01445038,6
E01021677,20.047,12.27642451,5
E01021678,19.739,9.523517114,5
E01021679,14.005,8.418114631,6
E01021680,14.596,7.083224199,6
E01021681,14.604,7.440344614,6
E01021682,14.723,15.23598994,6
E01021683,13.993,6.160172439,6
E01021684,14.224,6.665596168,6
E01021685,13.878,6.661343634,6
E01021686,13.817,2.083688518,6
E01021687,13.885,3.207390799,6
E01021688,14.132,4.798557265,6
E01021689,15.186,4.52873185,6
E01021690,15.727,10.04626999,6
E01021691,15.515,11.33192248,6
E01021692,15.451,6.76147981,6
E01021693,15.174,4.851675507,6
E01021694,17.627,14.22058743,6
E01021695,16.436,16.20737655,6
E01021696,14.228,5.649224822,6
E01021697,14.022,6.721025841,6
E01021698,14.46,6.350056626,6
E01021699,13.88,5.988015923,6
E01021700,14.249,2.615957183,6
E01021702,13.572,10.3582552,6
E01021703,13.681,7.627355042,6
E01021704,13.689,4.200181296,6
E01021705,14.632,10.07707231,6
E01021706,13.692,7.98202747,6
E01021707,14.004,10.28119896,6
E01021708,14.376,10.83448996,6
E01021709,14.018,4.601120197,6
E01021710,14.233,8.736297482,6
E01021711,15.405,3.470618186,6
E01021713,15.161,5.280497246,6
E01021714,15.758,10.5302613,6
E01021715,15.652,5.916662368,6
E01021717,14.783,5.793505055,6
E01021718,16.25,10.77567795,6
E01021719,15.954,5.254157311,6
E01021720,15.899,9.263310371,6
E01021721,15.87,7.899257854,6
E01021722,16.307,7.032427737,6
E01021723,18.582,7.44229026,6
E01021724,18.088,6.580514988,6
E01021725,18.746,11.87937249,6
E01021726,18.092,12.21835708,6
E01021727,18.017,5.864519844,6
E01021728,14.183,7.632755601,6
E01021729,13.969,6.324847656,6
E01021730,15.004,8.910088288,6
E01021731,21.758,10.94354168,5
E01021732,21.256,3.870397013,5
E01021733,21.321,8.988733495,5
E01021734,21.462,9.590909046,5
E01021735,21.806,8.993521975,5
E01021736,12.89,11.75035095,6
E01021737,14.19,4.823626342,6
E01021738,14.852,8.98183171,6
E01021739,14.782,9.079479149,6
E01021740,14.225,6.875484719,6
E01021741,19.453,18.25402881,6
E01021742,19.643,13.30488045,7
E01021743,19.245,6.862968583,7
E01021744,18.931,5.212718577,7
E01021745,18.884,6.995308373,7
E01021746,19.13,8.611199925,7
E01021747,19.304,8.047556296,7
E01021748,19.02,3.561769027,7
E01021749,20.7,18.02303257,7
E01021750,19.917,8.503670216,7
E01021751,16.086,6.757434428,7
E01021752,18.841,11.9225045,7
E01021753,23.175,9.358708166,5
E01021754,23.116,7.50707367,5
E01021755,23.519,7.183234059,5
E01021756,20.454,14.54797065,7
E01021757,20.794,7.848341004,7
E01021758,20.606,7.535948639,7
E01021759,20.496,14.814737,7
E01021760,21.123,6.331790679,7
E01021761,21.616,10.54308924,7
E01021762,20.925,6.053564458,7
E01021763,20.688,7.57029141,7
E01021764,19.129,3.937373595,7
E01021765,19.554,9.28619577,7
E01021766,19.099,9.3773116,7
E01021767,19.457,7.91994682,7
E01021768,22.388,30.03934793,6
E01021769,24.501,36.66024431,5
E01021770,17.946,10.2181271,7
E01021771,20.605,3.851322916,7
E01021772,20.883,6.128714631,7
E01021773,20.96,6.247063063,7
E01021774,21.899,11.16960078,7
E01021775,21.486,8.426394515,7
E01021776,21.231,3.76050183,7
E01021777,21.69,6.966097087,7
E01021778,21.408,6.365381361,7
E01021779,21.479,4.362206159,7
E01021780,19.87,11.35372634,7
E01021781,20.413,6.260895228,7
E01021782,20.142,6.675144584,7
E01021783,20.364,8.301811779,7
E01021784,20.182,11.16484168,7
E01021785,19.925,13.84406022,7
E01021786,21.304,5.744565811,7
E01021787,21.166,6.770258842,7
E01021788,21.634,10.4650754,7
E01021789,20.839,8.923566925,7
E01021790,21.199,5.237475951,7
E01021791,20.662,4.679042694,7
E01021792,24.585,21.50552372,7
E01021793,20.333,19.22296722,7
E01021794,20.33,18.48405777,7
E01021795,24.038,15.03939496,6
E01021796,23.968,40.8322135,5
E01021797,22.033,16.60104728,6
E01021798,21.754,8.442806102,6
E01021799,21.423,7.350880581,6
E01021800,19.987,39.53768149,6
E01021801,19.631,12.74108101,7
E01021802,23.513,7.457728814,5
E01021803,18.229,7.846481538,7
E01021804,18.38,7.208220315,7
E01021805,18.621,7.892326024,7
E01021806,16.412,25.14220627,7
E01021807,21.933,13.24436979,7
E01021808,21.608,14.69485171,7
E01021809,21.871,14.63868179,7
E01021810,22.002,17.77810823,7
E01021811,22.04,12.1016883,7
E01021812,17.215,14.29911295,7
E01021813,21.787,8.639302889,7
E01021814,22.364,8.095933024,7
E01021815,22.271,4.596813861,7
E01021816,22.153,9.575818804,7
E01021817,21.314,11.10963611,7
E01021818,21.609,4.231230282,7
E01021819,21.33,6.154018169,7
E01021820,21.141,9.014908974,7
E01021821,21.453,5.003876493,7
E01021822,21.133,6.337980439,7
E01021823,21.287,4.781551871,7
E01021824,22.534,16.14697497,7
E01021825,22.037,8.944417801,7
E01021826,22.207,10.81172077,7
E01021827,21.82,5.927393215,7
E01021828,22.428,14.40768688,7
E01021829,20.91,14.21545549,7
E01021830,21.091,13.22374228,7
E01021831,20.916,8.906217648,7
E01021832,20.92,13.63895667,7
E01021833,20.888,12.88242228,7
E01021834,21.888,8.546581234,7
E01021835,21.74,10.38889494,7
E01021836,21.67,5.483261572,7
E01021837,21.466,11.66993362,7
E01021838,21.419,11.25395026,7
E01021839,21.052,6.198780182,7
E01021840,21.052,4.963058854,7
E01021841,20.911,10.60472319,7
E01021842,20.82,8.028010034,7
E01021843,21.044,9.938447845,7
E01021844,21.479,6.796091102,7
E01021845,21.384,5.825515741,7
E01021846,21.375,9.720699873,7
E01021847,21.315,6.557187353,7
E01021848,21.696,12.68175118,7
E01021849,20.967,3.652481969,7
E01021850,21.154,6.705932349,7
E01021851,20.93,7.002778674,7
E01021852,21.088,7.17464213,7
E01021853,21.182,8.853852969,7
E01021854,22.588,12.68618082,6
E01021855,22.364,5.427074326,6
E01021856,22.099,8.982484084,6
E01021857,22.617,15.67871122,6
E01021858,21.197,6.832007636,7
E01021859,21.037,4.524334456,7
E01021860,21.143,3.785524079,7
E01021861,21.257,7.39925224,7
E01021862,21.031,4.704203082,7
E01021863,20.956,8.823486594,7
E01021864,20.926,11.74426303,7
E01021865,20.896,15.80763827,7
E01021866,20.921,14.48682238,7
E01021867,21.165,6.794617034,7
E01021868,20.899,12.41040209,7
E01021869,20.992,10.79937395,7
E01021870,20.99,12.04975364,7
E01021871,21.05,9.600746558,7
E01021872,20.774,5.852555696,7
E01021873,22.255,4.829965474,6
E01021874,20.881,8.783429831,6
E01021875,21.979,25.0987698,6
E01021878,22.839,10.63725758,5
E01021879,22.982,5.712142875,5
E01021880,22.774,3.136743381,5
E01021881,22.755,5.062247778,5
E01021882,19.22,30.46926426,6
E01021883,19.008,14.30854988,6
E01021884,20.861,9.505477725,6
E01021885,19.439,10.32134004,6
E01021886,21.369,7.336526927,6
E01021887,20.956,13.69207994,6
E01021888,20.685,6.051556948,6
E01021889,20.933,9.230115975,6
E01021890,21.115,3.591703453,6
E01021891,21.035,5.792659979,6
E01021892,20.597,5.006549657,6
E01021893,21.627,13.85339854,6
E01021894,20.8,4.213855401,6
E01021895,20.941,3.900213001,6
E01021896,21.413,11.74529692,6
E01021897,21.491,13.01171242,6
E01021898,21.266,9.105644082,6
E01021899,22.562,12.72208088,6
E01021900,22.613,8.226152068,6
E01021901,24.352,19.25824339,5
E01021902,19.795,15.69227754,5
E01021903,20.018,18.25055182,6
E01021904,24.187,8.604590685,5
E01021905,24.589,4.835038143,5
E01021906,24.445,7.357785811,5
E01021907,26.438,11.70199046,5
E01021908,22.789,8.90317058,5
E01021909,20.597,44.55942777,6
E01021910,21.538,9.290328893,5
E01021911,19.346,21.33128132,6
E01021912,18.792,10.48167736,6
E01021913,19.311,26.56839707,6
E01021914,19.686,18.12559195,6
E01021915,17.717,15.63219563,6
E01021916,19.379,3.371166282,6
E01021917,17.84,12.72608271,6
E01021918,18.996,7.283852091,6
E01021919,18.92,4.9697794,6
E01021920,19.157,9.406761651,6
E01021921,19.273,10.5556259,6
E01021922,18.355,5.745916488,6
E01021923,18.949,5.840979214,6
E01021924,18.107,8.000545305,6
E01021925,18.735,4.142814133,6
E01021926,18.71,5.416227739,6
E01021927,19.545,13.6355179,6
E01021928,19.208,6.848412831,6
E01021929,19.611,12.55208159,6
E01021930,18.655,3.759647883,6
E01021931,19.135,4.28330144,6
E01021932,18.899,3.900557281,6
E01021933,18.659,8.77099986,6
E01021934,18.923,7.126274779,6
E01021935,18.806,8.043571049,6
E01021936,18.982,6.566262274,6
E01021937,19.067,4.781646267,6
E01021938,19.345,7.773226305,6
E01021939,19.272,6.896836642,6
E01021940,19.606,12.60915277,6
E01021941,19.025,10.83238362,6
E01021942,19.62,11.65235801,6
E01021943,20.056,8.13664064,6
E01021944,19.759,7.164151036,6
E01021945,19.793,4.378920328,6
E01021946,18.02,9.209759579,6
E01021947,18.193,8.23733632,6
E01021948,18.309,5.662582511,6
E01021949,18.216,5.908204836,6
E01021950,18.293,7.055332406,6
E01021951,18.365,5.253917014,6
E01021952,18.515,7.767048724,6
E01021953,18.797,6.908665291,6
E01021954,18.466,7.816409509,6
E01021955,18.555,4.272842974,6
E01021956,17.885,13.21120819,6
E01021957,18.562,7.835432392,6
E01021958,18.868,11.47220412,6
E01021959,18.943,7.500719925,6
E01021960,18.608,12.72592805,6
E01021961,18.695,11.0846144,6
E01021962,18.455,8.486170753,6
E01021963,18.399,9.565719156,6
E01021964,18.567,9.141603103,6
E01021965,18.181,7.952193926,6
E01021966,18.312,8.338612728,6
E01021967,16.093,8.590314074,5
E01021968,14.328,3.281966243,6
E01021969,14.646,5.857433166,6
E01021970,13.977,2.879195887,6
E01021971,14.719,13.1759389,6
E01021972,15.177,12.59795869,6
E01021973,15.583,9.048915985,6
E01021974,14.961,10.33652558,6
E01021975,14.019,12.31227951,6
E01021976,14.384,8.499140759,6
E01021977,15.474,10.06543981,6
E01021978,16.84,19.00266025,5
E01021979,17.446,8.816936073,5
E01021980,17.757,7.874779721,5
E01021981,17.83,8.458520386,5
E01021982,17.911,3.415828623,5
E01021983,17.636,7.08837387,5
E01021984,14.076,6.932914945,6
E01021985,17.83,10.7598031,6
E01021986,17.743,4.873471048,6
E01021987,17.569,8.227196424,6
E01021988,15.81,6.441470799,6
E01021989,14.384,8.224817479,6
E01021990,14.736,3.891370554,6
E01021991,16.619,17.72668008,6
E01021992,16.715,7.467268907,6
E01021993,16.599,8.937265927,5
E01021994,17.093,7.978987314,6
E01021995,17.5,5.627774667,6
E01021996,16.95,7.232927104,6
E01021997,14.835,11.47498267,6
E01021998,14.899,6.333162162,6
E01021999,15.073,7.174525457,6
E01022000,14.949,7.241478474,6
E01022001,14.941,1.969077866,6
E01022002,16.047,5.773260205,6
E01022004,15.797,5.218477022,6
E01022005,15.924,9.901822775,6
E01022006,15.356,4.828662257,6
E01022007,15.159,5.533806605,6
E01022008,15.372,9.370454584,6
E01022009,15.562,15.02441541,6
E01022010,16.726,6.688273346,6
E01022011,16.373,10.50439913,6
E01022012,17.125,8.427062592,6
E01022013,16.437,14.39369493,5
E01022014,16.477,11.9918036,5
E01022015,16.352,16.20364691,5
E01022016,12.575,8.387877108,6
E01022017,13.719,10.24039071,6
E01022018,15.594,6.199691918,6
E01022019,17.066,16.20204934,6
E01022020,16.345,6.025037479,6
E01022021,16.506,17.65594714,6
E01022022,14.162,6.780897775,6
E01022023,14.627,9.576644001,6
E01022024,14.463,7.43552405,6
E01022025,14.725,3.440392533,6
E01022026,14.174,2.450642728,6
E01022027,14.324,3.962429082,6
E01022028,16.317,11.4439648,6
E01022030,15.215,10.40065049,6
E01022031,15.129,10.14668941,6
E01022032,15.111,4.744008167,6
E01022033,14.652,4.796234072,6
E01022034,14.647,6.890984904,6
E01022035,14.957,4.349520228,6
E01022036,16.066,11.63140018,6
E01022037,15.277,8.927254474,6
E01022038,15.051,8.907607636,6
E01022039,13.829,2.851865724,6
E01022040,13.826,9.00844812,6
E01022041,13.605,7.101831796,6
E01022042,13.68,5.47406978,6
E01022043,13.754,3.919487912,6
E01022044,13.637,8.405768516,6
E01022045,15.905,8.861862316,6
E01022046,18.266,11.0363702,6
E01022047,15.681,8.979045366,6
E01022048,14.191,7.369015837,6
E01022049,14.071,6.605836783,6
E01022050,14.192,5.325407165,6
E01022051,16.138,13.21485428,6
E01022052,14.942,7.415165289,6
E01022053,16.814,8.782217968,5
E01022054,17.885,10.5814433,6
E01022055,17.26,9.474985397,6
E01022056,17.466,3.115954712,6
E01022057,23.973,18.85255462,5
E01022058,25.753,25.76343113,5
E01022059,25.101,14.79674332,5
E01022060,22.742,25.16783308,5
E01022061,27.428,13.78672056,5
E01022062,26.825,12.86599814,5
E01022063,26.142,7.485315532,5
E01022064,23.014,30.68781761,5
E01022067,25.99,14.08908862,5
E01022068,26.005,23.22357388,5
E01022069,26.021,17.06931547,5
E01022070,23.712,8.214149988,5
E01022071,26.133,22.61266157,5
E01022072,27.208,11.62048002,5
E01022073,27.009,8.835194437,5
E01022074,28.531,6.64559342,5
E01022075,27.56,9.082751274,5
E01022076,27.317,4.572508371,5
E01022077,27.13,16.25234096,5
E01022078,27.155,12.366864,5
E01022079,27.11,10.33018344,5
E01022080,28.488,4.573755703,5
E01022081,27.257,8.115358952,5
E01022082,27.614,8.039191582,5
E01022083,24.87,10.46700572,5
E01022084,24.635,6.548816042,5
E01022085,24.321,4.516131154,5
E01022086,24.304,9.552529305,5
E01022087,23.798,14.90243429,5
E01022088,25.777,30.29751191,5
E01022089,25.165,29.47055156,5
E01022090,26.063,11.70399066,5
E01022091,26.001,10.53408285,5
E01022092,27.795,15.25652339,5
E01022093,27.764,7.011913179,5
E01022094,24.359,17.79388054,5
E01022095,27.142,19.47724567,5
E01022096,26.201,40.31205894,5
E01022097,26.01,24.49977844,5
E01022098,26.879,48.56886958,6
E01022099,26.61,11.48446463,5
E01022100,13.073,4.112878211,7
E01022101,12.964,3.724432413,7
E01022102,12.709,2.74892238,7
E01022103,13.873,8.363414321,7
E01022104,13.412,6.818205208,7
E01022105,14.397,7.73444444,7
E01022106,11.783,8.337543527,7
E01022107,11.76,9.741601994,7
E01022108,11.749,9.999161435,7
E01022109,14.787,9.859249395,7
E01022110,14.293,3.795872323,7
E01022111,14.102,5.131626203,7
E01022112,14.906,7.834335658,7
E01022113,13.688,9.431320576,7
E01022114,14.002,7.652475056,7
E01022115,13.199,7.605053969,7
E01022116,12.559,4.070927613,7
E01022117,12.401,3.930470274,7
E01022118,12.961,8.397434231,7
E01022119,12.691,3.861346168,7
E01022120,12.162,4.876081575,7
E01022121,12.015,4.830989898,7
E01022122,12.058,6.265622598,7
E01022123,11.883,11.49171465,7
E01022124,11.905,8.099999897,7
E01022125,11.876,5.660916149,7
E01022126,12.083,4.357786911,7
E01022127,12.105,4.020031551,6
E01022128,12.834,10.60589692,7
E01022129,13.361,5.289490582,7
E01022130,12.717,8.466461664,7
E01022131,14.125,5.125105832,7
E01022132,14.405,8.593198431,7
E01022133,13.96,3.995699415,7
E01022134,13.698,4.559999933,7
E01022135,11.964,11.5471495,7
E01022136,12.113,5.517515467,7
E01022137,12.353,4.44305692,7
E01022138,12.366,8.429223551,7
E01022139,12.985,7.695148167,7
E01022140,13.355,4.80433134,7
E01022141,12.718,6.923345067,7
E01022142,12.738,4.840458895,7
E01022143,13.454,10.84631312,7
E01022144,14.082,8.511088075,7
E01022145,14.456,9.010461122,7
E01022146,14.953,7.654405322,7
E01022147,11.868,5.897961636,7
E01022148,11.793,4.53890904,7
E01022149,12.01,5.802433208,7
E01022150,11.801,4.712261748,7
E01022151,12.433,6.988421345,7
E01022152,12.545,4.750497815,7
E01022153,12.344,4.66033454,7
E01022154,12.382,2.373940516,7
E01022155,12.149,7.014641494,7
E01022156,11.825,6.692311972,7
E01022157,12.231,6.112859882,7
E01022158,11.878,6.995226853,7
E01022159,12.314,5.504882585,7
E01022160,12.451,9.59394599,7
E01022161,12.505,10.22998633,7
E01022162,12.236,5.297462974,7
E01022163,12.849,3.475365281,7
E01022164,12.423,7.127187146,7
E01022165,12.856,9.585548068,7
E01022166,12.756,5.635314085,7
E01022167,11.827,7.713413689,7
E01022168,11.791,4.219209577,7
E01022169,11.884,5.895112442,7
E01022170,11.943,7.62946022,7
E01022171,12.217,7.82478971,7
E01022172,12.274,5.003173469,7
E01022173,11.849,4.848945798,7
E01022174,11.983,6.472957659,7
E01022175,21.894,26.8976599,6
E01022176,21.325,28.07199438,6
E01022177,28.63,7.214170833,6
E01022178,29.111,25.47430188,6
E01022179,28.162,21.24386445,6
E01022180,28.927,8.442981404,6
E01022181,28.834,15.7101171,6
E01022182,24.449,17.45328453,7
E01022183,27.113,8.778707108,6
E01022184,27.355,26.08276775,6
E01022185,26.309,7.797720668,6
E01022186,22.602,40.22121424,6
E01022187,20.322,26.93172017,6
E01022188,19.712,9.287272007,6
E01022189,19.532,9.564818634,6
E01022190,19.382,11.39195342,6
E01022191,19.594,12.64890178,6
E01022192,19.592,7.945473472,6
E01022193,19.453,12.57358981,6
E01022194,19.295,4.047993223,6
E01022195,19.456,14.02386389,6
E01022196,20.049,7.194340008,6
E01022197,18.356,10.2881632,6
E01022198,19.085,7.02763385,6
E01022199,19.135,6.31376673,6
E01022200,19.259,6.201327529,6
E01022201,18.139,52.11745866,6
E01022202,23.972,16.34554205,6
E01022203,22.021,7.852621926,6
E01022204,22.459,10.25161266,6
E01022205,28.407,26.43137255,6
E01022206,23.777,36.31525384,6
E01022207,20.303,26.5627919,6
E01022208,22.16,8.91825098,6
E01022209,19.189,60.11547647,6
E01022210,21.958,5.846331362,6
E01022211,27.88,6.753544455,6
E01022212,27.996,11.89135297,6
E01022213,26.798,6.426072365,6
E01022214,29.029,16.58522717,6
E01022215,26.795,33.72620715,6
E01022216,18.978,28.87375706,6
E01022217,22.99,6.768490129,6
E01022218,23.455,8.074112812,6
E01022219,23.012,8.712106469,6
E01022220,23.198,6.447529248,6
E01022221,20.235,26.61863253,6
E01022222,27.372,69.80877201,6
E01022223,18.623,19.93908941,6
E01022224,18.684,15.28121513,6
E01022225,19.503,18.30847875,6
E01022226,25.6,6.215461675,6
E01022227,25.626,10.20091747,6
E01022228,24.756,8.522840506,6
E01022229,29.432,5.692054251,7
E01022230,22.5,18.38662532,6
E01022231,27.1,7.258936713,6
E01022232,27.177,8.043099183,6
E01022233,24.352,41.05143913,5
E01022234,26.798,11.89972701,7
E01022235,19.565,13.49212115,6
E01022236,26.343,6.464762285,7
E01022237,26.157,5.486744071,7
E01022238,26.685,8.300864665,7
E01022239,26.632,8.119042389,7
E01022240,26.442,3.475516166,7
E01022241,29.384,5.392027191,7
E01022242,29.425,9.450308607,7
E01022243,29.337,5.450406397,7
E01022244,29.309,12.61833434,7
E01022245,29.422,7.167111519,7
E01022246,29.406,11.09415475,7
E01022247,16.215,19.08198022,6
E01022248,25.531,37.15330774,6
E01022249,26.951,15.03278026,7
E01022250,26.78,13.44845884,7
E01022251,25.769,16.46058608,6
E01022252,25.311,17.12160171,6
E01022253,26.359,13.60564468,6
E01022254,25.433,3.850334409,6
E01022255,25.698,9.317135411,6
E01022256,25.595,5.580495217,6
E01022257,25.905,17.01038606,6
E01022258,23.763,3.100942458,6
E01022259,23.873,11.06472572,6
E01022260,26.738,5.865068555,6
E01022261,21.907,7.939868924,6
E01022262,21.488,12.23830044,6
E01022263,27.327,48.08837534,6
E01022264,27.687,19.61996865,7
E01022265,22.863,14.81412824,6
E01022266,18.884,14.2566006,6
E01022267,21.999,14.76513938,6
E01022268,26.549,14.37181968,6
E01022269,26.194,15.21541061,6
E01022270,21.232,47.03778882,6
E01022271,17.945,34.75941473,6
E01022272,22.394,3.36247435,6
E01022273,20.095,13.9827794,6
E01022274,24.069,15.97264468,6
E01022275,23.073,14.51879014,6
E01022276,11.694,9.914634153,7
E01022277,11.526,8.19484875,7
E01022278,11.107,8.268379149,7
E01022279,10.727,7.089183922,7
E01022280,11.211,7.878719394,7
E01022281,11.442,10.83568038,7
E01022282,10.847,9.324733301,7
E01022283,10.775,10.44073271,7
E01022284,10.382,4.126514037,7
E01022285,10.485,5.007631681,7
E01022286,10.464,6.321503281,7
E01022287,10.548,8.930044786,7
E01022288,10.281,4.394798945,7
E01022289,10.269,3.946253738,7
E01022290,10.217,5.104503223,7
E01022291,10.321,2.982704425,7
E01022292,10.4,4.70258609,7
E01022293,10.509,5.572214614,7
E01022294,10.478,4.574913116,5
E01022295,11.053,8.795136316,7
E01022296,10.651,5.379663618,7
E01022297,10.733,9.403095627,7
E01022298,10.558,8.198847727,7
E01022299,12.364,9.892073818,7
E01022300,12.413,6.049033418,7
E01022301,12.016,8.003377146,7
E01022302,12.035,3.119593501,7
E01022303,10.81,4.156716471,7
E01022304,11.114,5.803469165,7
E01022305,11.023,4.191252839,7
E01022306,11.205,10.08988367,7
E01022307,11.04,7.328208697,7
E01022308,10.794,3.5406325,7
E01022309,10.9,7.204362975,7
E01022310,10.981,5.303597036,7
E01022311,10.562,3.313374108,7
E01022312,10.566,12.25297544,7
E01022313,11.524,10.88229874,7
E01022314,11.333,8.621196198,7
E01022315,11.312,6.207836082,7
E01022316,11.406,10.21298625,7
E01022317,11.044,4.603152238,7
E01022318,11.005,6.185666416,7
E01022319,11.585,4.740472599,7
E01022320,11.707,8.353846015,7
E01022321,10.585,5.095311845,7
E01022322,10.936,8.14430249,7
E01022323,10.841,8.248503661,7
E01022324,11.106,5.09805498,7
E01022325,11.007,9.649031915,7
E01022326,10.884,3.003573006,7
E01022327,10.819,7.269937611,7
E01022328,10.684,6.194811751,7
E01022329,10.677,8.137368384,7
E01022330,11.07,3.129072464,7
E01022331,10.974,6.270227505,7
E01022332,10.643,5.632909733,7
E01022333,11.61,4.756978148,7
E01022334,11.286,8.753108357,7
E01022335,13.022,8.101025306,7
E01022336,13.614,9.144190852,7
E01022338,13.615,6.713984424,7
E01022339,12.889,11.22242307,7
E01022340,13.386,11.15039795,7
E01022341,12.926,9.467883812,7
E01022342,14.03,17.93384432,7
E01022343,11.238,5.456533754,7
E01022344,11.639,5.57733152,7
E01022345,11.943,5.826090724,7
E01022346,12.093,5.412581572,7
E01022347,10.509,3.232443896,7
E01022348,11.56,11.63667926,7
E01022350,19.51,18.21512889,7
E01022351,24.443,12.87051633,7
E01022352,23.504,7.544300513,7
E01022353,23.407,5.845863063,7
E01022354,17.802,21.0792977,7
E01022355,18.23,13.34435429,7
E01022356,17.416,6.360283383,7
E01022357,17.816,8.889729765,7
E01022358,17.737,4.626567127,7
E01022359,22.301,10.58084493,7
